연료원,지역,거래일,충전량 합계(Wh),방전량 합계(Wh)
ESS,대전시,2023-09-17,240720,192800
ESS,부산시,2023-09-17,2298076,1711664
ESS,서울시,2023-09-17,384440,319160
ESS,세종시,2023-09-17,6693020,5865220
ESS,울산시,2023-09-17,584360,388300
ESS,인천시,2023-09-17,21080980,16498104
ESS,전라남도,2023-09-17,2275227316,2035782185
ESS,전라북도,2023-09-17,248553891,212159101
ESS,제주도,2023-09-17,49117836,45318531
ESS,충청남도,2023-09-17,525856983,459282963
ESS,충청북도,2023-09-17,164978329,144568816
ESS,강원도,2023-09-18,338644991,289145151
ESS,경기도,2023-09-18,82023776,71195984
ESS,경상남도,2023-09-18,151204678,130107958
ESS,경상북도,2023-09-18,374292404,299055162
ESS,광주시,2023-09-18,11356760,9939040
ESS,대구시,2023-09-18,14461992,12432594
ESS,대전시,2023-09-18,279960,227400
ESS,부산시,2023-09-18,10833848,9530048
ESS,서울시,2023-09-18,281080,224720
ESS,세종시,2023-09-18,7442580,6639220
ESS,울산시,2023-09-18,1810800,1483300
ESS,인천시,2023-09-18,25694680,20277000
ESS,전라남도,2023-09-18,2400806432,2156120320
ESS,전라북도,2023-09-18,303463416,269879711
ESS,제주도,2023-09-18,28357247,29911073
ESS,충청남도,2023-09-18,547272275,486962139
ESS,충청북도,2023-09-18,206549509,182598824
ESS,강원도,2023-09-19,348669819,304142315
ESS,경기도,2023-09-19,71231623,61588237
ESS,경상남도,2023-09-19,142284700,131045106
ESS,경상북도,2023-09-19,443109812,360092397
ESS,광주시,2023-09-19,10925520,9560080
ESS,대구시,2023-09-19,13910832,11973492
ESS,대전시,2023-09-19,268560,218920
ESS,부산시,2023-09-19,11778264,10090516
ESS,서울시,2023-09-19,367880,304880
ESS,세종시,2023-09-19,6934680,6188440
ESS,울산시,2023-09-19,1815320,1482240
ESS,인천시,2023-09-19,22357313,16307833
ESS,전라남도,2023-09-19,2175020455,1957350551
ESS,전라북도,2023-09-19,300911832,265711084
ESS,제주도,2023-09-19,40439048,27146323
ESS,충청남도,2023-09-19,520022470,463926795
ESS,충청북도,2023-09-19,177777207,157851611
ESS,강원도,2023-09-20,72293174,59103561
ESS,경기도,2023-09-20,9602290,5512762
ESS,경상남도,2023-09-20,37562600,20059325
ESS,경상북도,2023-09-20,145295152,116258258
ESS,광주시,2023-09-20,2286960,1611640
ESS,대구시,2023-09-20,4530160,3478820
ESS,대전시,2023-09-20,25280,3600
ESS,부산시,2023-09-20,4797472,4447532
ESS,서울시,2023-09-20,61560,21880
ESS,세종시,2023-09-20,397360,327120
ESS,울산시,2023-09-20,234480,110300
ESS,인천시,2023-09-20,26961277,7854320
ESS,전라남도,2023-09-20,454312546,311723331
ESS,전라북도,2023-09-20,28268449,21271555
ESS,제주도,2023-09-20,103687983,74659744
ESS,충청남도,2023-09-20,33073348,16378476
ESS,충청북도,2023-09-20,23458924,16686602
ESS,강원도,2023-09-21,268709658,250565648
ESS,경기도,2023-09-21,60415679,51511492
ESS,경상남도,2023-09-21,47765926,45240931
ESS,경상북도,2023-09-21,148672215,194278785
ESS,광주시,2023-09-21,6515800,5511680
ESS,대구시,2023-09-21,6093050,4885884
ESS,대전시,2023-09-21,169360,134280
ESS,부산시,2023-09-21,5372620,4498916
ESS,서울시,2023-09-21,403480,334840
ESS,세종시,2023-09-21,2925640,2278780
ESS,울산시,2023-09-21,317320,149400
ESS,인천시,2023-09-21,16433377,25354076
ESS,전라남도,2023-09-21,1026917886,928266155
ESS,전라북도,2023-09-21,154447305,129469339
ESS,제주도,2023-09-21,100581299,109600929
ESS,충청남도,2023-09-21,375584490,327534347
ESS,충청북도,2023-09-21,136286795,117860930
ESS,강원도,2023-09-22,375534511,329553945
ESS,경기도,2023-09-22,93383074,81309487
ESS,경상남도,2023-09-22,134469077,114681596
ESS,경상북도,2023-09-22,353135179,301236654
ESS,광주시,2023-09-22,10248840,8952600
ESS,대구시,2023-09-22,13950398,12058148
ESS,대전시,2023-09-22,17000,0
ESS,부산시,2023-09-22,14542436,12728336
ESS,서울시,2023-09-22,550760,476480
ESS,세종시,2023-09-22,7895120,7054080
ESS,울산시,2023-09-22,609840,473520
ESS,인천시,2023-09-22,30294235,24365667
ESS,전라남도,2023-09-22,2251819243,2003337043
ESS,전라북도,2023-09-22,309475473,268366666
ESS,제주도,2023-09-22,70763726,66745282
ESS,충청남도,2023-09-22,578003187,511781764
ESS,충청북도,2023-09-22,214626600,187839486
ESS,강원도,2023-09-23,360230105,320587962
ESS,경기도,2023-09-23,93944051,83849243
ESS,경상남도,2023-09-23,154447240,129350005
ESS,경상북도,2023-09-23,426222431,363432285
ESS,광주시,2023-09-23,9737200,8374560
ESS,대구시,2023-09-23,13934280,12055720
ESS,대전시,2023-09-23,12400,0
ESS,부산시,2023-09-23,12129788,10804916
ESS,서울시,2023-09-23,549920,477400
ESS,세종시,2023-09-23,6993480,6240860
ESS,울산시,2023-09-23,1618260,1395480
ESS,인천시,2023-09-23,28490279,23336821
ESS,전라남도,2023-09-23,2115185302,1899378604
ESS,전라북도,2023-09-23,271581241,240487789
ESS,제주도,2023-09-23,88922998,76723419
ESS,충청남도,2023-09-23,531328094,473512885
ESS,충청북도,2023-09-23,213880204,190771273
ESS,강원도,2023-09-24,389902007,337536904
ESS,경기도,2023-09-24,96074376,83336278
ESS,경상남도,2023-09-24,160004487,140964711
ESS,경상북도,2023-09-24,408510669,364333571
ESS,광주시,2023-09-24,11167840,9603880
ESS,대구시,2023-09-24,14447872,12500618
ESS,대전시,2023-09-24,145000,113360
ESS,부산시,2023-09-24,12320192,11001856
ESS,서울시,2023-09-24,549120,476080
ESS,세종시,2023-09-24,8475100,7580460
ESS,울산시,2023-09-24,1581120,1354080
ESS,인천시,2023-09-24,42252332,32595228
ESS,전라남도,2023-09-24,2461518706,2199477412
ESS,전라북도,2023-09-24,304194416,266177963
ESS,제주도,2023-09-24,88562946,78643794
ESS,충청남도,2023-09-24,580531144,512777536
ESS,충청북도,2023-09-24,217488937,193875827
ESS,강원도,2023-09-25,321816469,296736097
ESS,경기도,2023-09-25,76758864,66335972
ESS,경상남도,2023-09-25,118549786,104847406
ESS,경상북도,2023-09-25,333777904,300730290
ESS,광주시,2023-09-25,8510680,7544520
ESS,대구시,2023-09-25,12273218,10569184
ESS,대전시,2023-09-25,209440,167160
ESS,부산시,2023-09-25,14720524,13137932
ESS,서울시,2023-09-25,407520,342720
ESS,세종시,2023-09-25,6897920,6136440
ESS,울산시,2023-09-25,343540,241920
ESS,인천시,2023-09-25,25064798,25559760
ESS,전라남도,2023-09-25,1769125619,1590637357
ESS,전라북도,2023-09-25,241921869,217473750
ESS,제주도,2023-09-25,60503865,54736420
ESS,충청남도,2023-09-25,448664780,403669301
ESS,충청북도,2023-09-25,209012914,188785969
ESS,강원도,2023-09-26,79034558,64704711
ESS,경기도,2023-09-26,14768200,10432508
ESS,경상남도,2023-09-26,50900222,40193184
ESS,경상북도,2023-09-26,57046524,52097325
ESS,광주시,2023-09-26,5393280,4468800
ESS,대구시,2023-09-26,2328230,1456980
ESS,대전시,2023-09-26,125520,92600
ESS,부산시,2023-09-26,3079712,2568236
ESS,서울시,2023-09-26,107760,64360
ESS,세종시,2023-09-26,543940,484800
ESS,울산시,2023-09-26,160480,59600
ESS,인천시,2023-09-26,19753031,14008743
ESS,전라남도,2023-09-26,2088455571,1851814995
ESS,전라북도,2023-09-26,78780857,62750037
ESS,제주도,2023-09-26,46597283,39380927
ESS,충청남도,2023-09-26,132722662,107646605
ESS,충청북도,2023-09-26,20760278,15084167
ESS,강원도,2023-09-27,104760508,81981057
ESS,경기도,2023-09-27,31903606,26743692
ESS,경상남도,2023-09-27,124633516,89812365
ESS,경상북도,2023-09-27,231124079,152466193
ESS,광주시,2023-09-27,7342320,6278600
ESS,대구시,2023-09-27,10561496,8913518
ESS,대전시,2023-09-27,128280,95120
ESS,부산시,2023-09-27,11559144,10098968
ESS,서울시,2023-09-27,112520,64440
ESS,세종시,2023-09-27,3397640,2212080
ESS,울산시,2023-09-27,855760,698200
ESS,인천시,2023-09-27,21400321,13303921
ESS,전라남도,2023-09-27,1902865627,1716019304
ESS,전라북도,2023-09-27,136753825,119003105
ESS,제주도,2023-09-27,55849484,48511026
ESS,충청남도,2023-09-27,348406195,298338308
ESS,충청북도,2023-09-27,48199604,36750929
ESS,강원도,2023-09-28,358066171,308582908
ESS,경기도,2023-09-28,87081386,75789009
ESS,경상남도,2023-09-28,133518511,116453731
ESS,경상북도,2023-09-28,395669293,352587759
ESS,광주시,2023-09-28,10992080,9623960
ESS,대구시,2023-09-28,14293774,12247334
ESS,대전시,2023-09-28,276160,226360
ESS,부산시,2023-09-28,16445076,13540104
ESS,서울시,2023-09-28,485080,410560
ESS,세종시,2023-09-28,889700,565400
ESS,울산시,2023-09-28,1633060,1394520
ESS,인천시,2023-09-28,24943516,19277147
ESS,전라남도,2023-09-28,2466343762,2194096164
ESS,전라북도,2023-09-28,295771868,258065591
ESS,제주도,2023-09-28,76510067,67193295
ESS,충청남도,2023-09-28,538575720,474796974
ESS,충청북도,2023-09-28,191574863,167763909
ESS,강원도,2023-09-29,323453607,299220087
ESS,경기도,2023-09-29,85623291,75207863
ESS,경상남도,2023-09-29,134015209,117653966
ESS,경상북도,2023-09-29,312084594,314040453
ESS,광주시,2023-09-29,11088960,9731080
ESS,대구시,2023-09-29,14010594,12103182
ESS,대전시,2023-09-29,180440,144080
ESS,부산시,2023-09-29,15599984,12858012
ESS,서울시,2023-09-29,549560,477200
ESS,세종시,2023-09-29,707700,413300
ESS,울산시,2023-09-29,1626040,1395240
ESS,인천시,2023-09-29,12370665,14385861
ESS,전라남도,2023-09-29,2406729858,2157793590
ESS,전라북도,2023-09-29,241093447,212535746
ESS,제주도,2023-09-29,62610817,54302825
ESS,충청남도,2023-09-29,408377474,361863780
ESS,충청북도,2023-09-29,158611318,141169002
ESS,강원도,2023-09-30,295815420,250767175
ESS,경기도,2023-09-30,55685615,48035287
ESS,경상남도,2023-09-30,111698315,92616751
ESS,경상북도,2023-09-30,454052335,358746680
ESS,광주시,2023-09-30,10951680,9617280
ESS,대구시,2023-09-30,13612574,11828794
ESS,대전시,2023-09-30,273080,227440
ESS,부산시,2023-09-30,5548120,4790816
ESS,서울시,2023-09-30,224040,174320
ESS,세종시,2023-09-30,1015760,705400
ESS,울산시,2023-09-30,797600,647200
ESS,인천시,2023-09-30,33824027,17681616
ESS,전라남도,2023-09-30,1950568089,1745853649
ESS,전라북도,2023-09-30,306447578,269170274
ESS,제주도,2023-09-30,40005323,34059447
ESS,충청남도,2023-09-30,521152379,460238996
ESS,충청북도,2023-09-30,192580217,171143696
ESS,강원도,2023-10-01,370676500,331266718
ESS,경기도,2023-10-01,93596294,80016137
ESS,경상남도,2023-10-01,139944694,120992034
ESS,경상북도,2023-10-01,377032182,362081805
ESS,광주시,2023-10-01,11252240,9805680
ESS,대구시,2023-10-01,14179884,12406628
ESS,대전시,2023-10-01,272000,228240
ESS,부산시,2023-10-01,12331728,10745452
ESS,서울시,2023-10-01,553240,477760
ESS,세종시,2023-10-01,1084900,767300
ESS,울산시,2023-10-01,1618000,1395000
ESS,인천시,2023-10-01,24266287,23530796
ESS,전라남도,2023-10-01,2458031733,2173044761
ESS,전라북도,2023-10-01,311185132,274293242
ESS,제주도,2023-10-01,108116136,96574040
ESS,충청남도,2023-10-01,548034027,487100139
ESS,충청북도,2023-10-01,208453408,185182735
ESS,강원도,2023-10-02,364565663,334210471
ESS,경기도,2023-10-02,89979808,76822874
ESS,경상남도,2023-10-02,136203204,121197839
ESS,경상북도,2023-10-02,388402473,328862713
ESS,광주시,2023-10-02,11263640,10000480
ESS,대구시,2023-10-02,14128866,12182664
ESS,대전시,2023-10-02,271640,228560
ESS,부산시,2023-10-02,14043040,12515528
ESS,서울시,2023-10-02,549640,477560
ESS,세종시,2023-10-02,1082200,765200
ESS,울산시,2023-10-02,1617300,1395800
ESS,인천시,2023-10-02,14467121,18170996
ESS,전라남도,2023-10-02,2319551644,2076791890
ESS,전라북도,2023-10-02,309664707,275528961
ESS,제주도,2023-10-02,89969911,77015138
ESS,충청남도,2023-10-02,545695170,487712613
ESS,충청북도,2023-10-02,207894901,185709365
ESS,강원도,2023-10-03,202621691,174816800
ESS,경기도,2023-10-03,50917332,44109581
ESS,경상남도,2023-10-03,39244305,37229826
ESS,경상북도,2023-10-03,155508549,147549099
ESS,광주시,2023-10-03,4117120,3297960
ESS,대구시,2023-10-03,8015110,6771604
ESS,대전시,2023-10-03,66000,45480
ESS,부산시,2023-10-03,4441736,4051284
ESS,서울시,2023-10-03,325520,268640
ESS,세종시,2023-10-03,482960,212500
ESS,울산시,2023-10-03,349560,239000
ESS,인천시,2023-10-03,13070839,9700538
ESS,전라남도,2023-10-03,682696132,580867892
ESS,전라북도,2023-10-03,97067133,84107059
ESS,제주도,2023-10-03,37714256,32448412
ESS,충청남도,2023-10-03,293400864,256510733
ESS,충청북도,2023-10-03,81804653,72173313
ESS,강원도,2023-10-04,331008554,287435854
ESS,경기도,2023-10-04,72301575,68169356
ESS,경상남도,2023-10-04,144133826,134103458
ESS,경상북도,2023-10-04,447939782,359404660
ESS,광주시,2023-10-04,11215240,9889520
ESS,대구시,2023-10-04,14199288,12317358
ESS,대전시,2023-10-04,282360,227600
ESS,부산시,2023-10-04,12666504,12736972
ESS,서울시,2023-10-04,395960,329400
ESS,세종시,2023-10-04,7452980,7127180
ESS,울산시,2023-10-04,1613360,1392800
ESS,인천시,2023-10-04,38887385,22091758
ESS,전라남도,2023-10-04,2401437933,2165908471
ESS,전라북도,2023-10-04,310787767,271754587
ESS,제주도,2023-10-04,75606019,66735408
ESS,충청남도,2023-10-04,576808176,517769184
ESS,충청북도,2023-10-04,213739694,188547066
ESS,강원도,2023-10-05,390458449,347972028
ESS,경기도,2023-10-05,96117055,83108374
ESS,경상남도,2023-10-05,157074575,144355461
ESS,경상북도,2023-10-05,395605036,368972252
ESS,광주시,2023-10-05,11284280,9952160
ESS,대구시,2023-10-05,14073174,12203488
ESS,대전시,2023-10-05,270240,229240
ESS,부산시,2023-10-05,14411484,13253396
ESS,서울시,2023-10-05,555600,475680
ESS,세종시,2023-10-05,8453920,7573320
ESS,울산시,2023-10-05,1620700,1398200
ESS,인천시,2023-10-05,41226081,36485607
ESS,전라남도,2023-10-05,2439772149,2204019445
ESS,전라북도,2023-10-05,307919335,270512227
ESS,제주도,2023-10-05,116019992,103204817
ESS,충청남도,2023-10-05,586845990,523419251
ESS,충청북도,2023-10-05,223466094,199507290
ESS,강원도,2023-10-06,364282013,329258770
ESS,경기도,2023-10-06,92982544,79845151
ESS,경상남도,2023-10-06,147720423,120115518
ESS,경상북도,2023-10-06,361661484,345930826
ESS,광주시,2023-10-06,10236240,9000760
ESS,대구시,2023-10-06,14159292,12254002
ESS,대전시,2023-10-06,269920,228160
ESS,부산시,2023-10-06,14962412,11923608
ESS,서울시,2023-10-06,553480,475760
ESS,세종시,2023-10-06,8451920,7583120
ESS,울산시,2023-10-06,1612160,1394800
ESS,인천시,2023-10-06,39915061,35466841
ESS,전라남도,2023-10-06,1772877976,1613321664
ESS,전라북도,2023-10-06,297140807,266812262
ESS,제주도,2023-10-06,95623556,84278838
ESS,충청남도,2023-10-06,585010387,523435202
ESS,충청북도,2023-10-06,223745658,200565047
ESS,강원도,2023-10-07,327790901,284891426
ESS,경기도,2023-10-07,67368538,59207778
ESS,경상남도,2023-10-07,92806302,75098602
ESS,경상북도,2023-10-07,356650831,280780605
ESS,광주시,2023-10-07,7389960,6364480
ESS,대구시,2023-10-07,11418996,9254640
ESS,대전시,2023-10-07,188880,154840
ESS,부산시,2023-10-07,10123312,10482376
ESS,서울시,2023-10-07,438880,369720
ESS,세종시,2023-10-07,6058100,5403320
ESS,울산시,2023-10-07,810860,659680
ESS,인천시,2023-10-07,21702292,20091048
ESS,전라남도,2023-10-07,1211497793,1083180908
ESS,전라북도,2023-10-07,232524224,204578719
ESS,제주도,2023-10-07,51027490,45476349
ESS,충청남도,2023-10-07,440999363,393164477
ESS,충청북도,2023-10-07,168088690,150855019
ESS,강원도,2023-10-08,211664764,184420708
ESS,경기도,2023-10-08,44838547,43598862
ESS,경상남도,2023-10-08,88682515,77446546
ESS,경상북도,2023-10-08,277107782,246552156
ESS,광주시,2023-10-08,8382760,7271120
ESS,대구시,2023-10-08,8533166,7180616
ESS,대전시,2023-10-08,131920,103600
ESS,부산시,2023-10-08,4052264,3531504
ESS,서울시,2023-10-08,196400,144960
ESS,세종시,2023-10-08,881820,299600
ESS,울산시,2023-10-08,318300,209080
ESS,인천시,2023-10-08,18388746,17748445
ESS,전라남도,2023-10-08,1676374139,1489275395
ESS,전라북도,2023-10-08,176253441,154418132
ESS,제주도,2023-10-08,99383984,88283507
ESS,충청남도,2023-10-08,290017126,250651543
ESS,충청북도,2023-10-08,115683096,101509214
ESS,강원도,2023-10-09,229933769,206947679
ESS,경기도,2023-10-09,77806857,67755477
ESS,경상남도,2023-10-09,99994857,80739237
ESS,경상북도,2023-10-09,308043428,292751541
ESS,광주시,2023-10-09,9609800,8403720
ESS,대구시,2023-10-09,11575736,9969320
ESS,대전시,2023-10-09,209840,173160
ESS,부산시,2023-10-09,11081060,9221828
ESS,서울시,2023-10-09,456440,382080
ESS,세종시,2023-10-09,2577800,2265300
ESS,울산시,2023-10-09,241960,146560
ESS,인천시,2023-10-09,21722576,20341885
ESS,전라남도,2023-10-09,2133360108,1898867474
ESS,전라북도,2023-10-09,249262258,218358160
ESS,제주도,2023-10-09,77136758,68310717
ESS,충청남도,2023-10-09,509802417,452088330
ESS,충청북도,2023-10-09,164978731,145973296
ESS,강원도,2023-10-10,362237770,322784960
ESS,경기도,2023-10-10,97276456,85786922
ESS,경상남도,2023-10-10,146606054,145079819
ESS,경상북도,2023-10-10,415460088,357912529
ESS,광주시,2023-10-10,11181960,9965080
ESS,대구시,2023-10-10,13406756,12096592
ESS,대전시,2023-10-10,270200,227840
ESS,부산시,2023-10-10,14919968,13267464
ESS,서울시,2023-10-10,554240,476280
ESS,세종시,2023-10-10,8260280,7532680
ESS,울산시,2023-10-10,1573560,1304740
ESS,인천시,2023-10-10,38722561,33902757
ESS,전라남도,2023-10-10,2459188571,2240364104
ESS,전라북도,2023-10-10,306086306,271661800
ESS,제주도,2023-10-10,110264457,103075700
ESS,충청남도,2023-10-10,585044598,524366332
ESS,충청북도,2023-10-10,216781417,189641948
ESS,강원도,2023-10-11,298660665,269047430
ESS,경기도,2023-10-11,98682292,87368453
ESS,경상남도,2023-10-11,165024678,146256471
ESS,경상북도,2023-10-11,399101858,360966767
ESS,광주시,2023-10-11,11090800,9675520
ESS,대구시,2023-10-11,13652510,11796678
ESS,대전시,2023-10-11,271680,228680
ESS,부산시,2023-10-11,12429304,10921732
ESS,서울시,2023-10-11,553040,475400
ESS,세종시,2023-10-11,8440800,7565100
ESS,울산시,2023-10-11,2074660,1552040
ESS,인천시,2023-10-11,33615265,28228356
ESS,전라남도,2023-10-11,2486447182,2231740570
ESS,전라북도,2023-10-11,309044814,272685960
ESS,제주도,2023-10-11,92766501,82674148
ESS,충청남도,2023-10-11,586729000,526471496
ESS,충청북도,2023-10-11,206112805,186653224
ESS,강원도,2023-10-12,361590485,326291577
ESS,경기도,2023-10-12,97875079,87114877
ESS,경상남도,2023-10-12,156668918,137837745
ESS,경상북도,2023-10-12,347065762,304807773
ESS,광주시,2023-10-12,11195320,9850360
ESS,대구시,2023-10-12,14102204,12178624
ESS,대전시,2023-10-12,271160,228400
ESS,부산시,2023-10-12,12201852,10710256
ESS,서울시,2023-10-12,553800,476200
ESS,세종시,2023-10-12,8421040,7551020
ESS,울산시,2023-10-12,1981680,1523100
ESS,인천시,2023-10-12,27333449,21227795
ESS,전라남도,2023-10-12,2470710453,2228095926
ESS,전라북도,2023-10-12,304027195,267096539
ESS,제주도,2023-10-12,76459517,67423016
ESS,충청남도,2023-10-12,591189786,528411054
ESS,충청북도,2023-10-12,217760300,196104960
ESS,강원도,2023-10-13,308456937,275475902
ESS,경기도,2023-10-13,72826153,63986567
ESS,경상남도,2023-10-13,137043623,121111576
ESS,경상북도,2023-10-13,312037981,276123745
ESS,광주시,2023-10-13,9453760,8338560
ESS,대구시,2023-10-13,13722744,11895012
ESS,대전시,2023-10-13,187480,153640
ESS,부산시,2023-10-13,12474500,11157724
ESS,서울시,2023-10-13,324480,259480
ESS,세종시,2023-10-13,6511420,5804140
ESS,울산시,2023-10-13,1742720,1365640
ESS,인천시,2023-10-13,17782030,15936909
ESS,전라남도,2023-10-13,1909490183,1717187578
ESS,전라북도,2023-10-13,235519076,212471982
ESS,제주도,2023-10-13,62667960,55008860
ESS,충청남도,2023-10-13,467273921,413699126
ESS,충청북도,2023-10-13,179050818,160637591
ESS,강원도,2023-10-14,190174836,161048141
ESS,경기도,2023-10-14,44053223,37395178
ESS,경상남도,2023-10-14,151884269,128695465
ESS,경상북도,2023-10-14,312647984,250854951
ESS,광주시,2023-10-14,10713640,9405280
ESS,대구시,2023-10-14,13384122,11631304
ESS,대전시,2023-10-14,269680,228040
ESS,부산시,2023-10-14,12883880,11770264
ESS,서울시,2023-10-14,248440,192680
ESS,세종시,2023-10-14,6824800,6091600
ESS,울산시,2023-10-14,1883460,1464380
ESS,인천시,2023-10-14,17087971,12859853
ESS,전라남도,2023-10-14,2454356365,2179483635
ESS,전라북도,2023-10-14,274313492,242001196
ESS,제주도,2023-10-14,84955079,75103373
ESS,충청남도,2023-10-14,514170210,458495136
ESS,충청북도,2023-10-14,169083298,150310102
ESS,강원도,2023-10-15,332071194,291416302
ESS,경기도,2023-10-15,82011474,70527272
ESS,경상남도,2023-10-15,152633776,131686593
ESS,경상북도,2023-10-15,405813849,346136497
ESS,광주시,2023-10-15,11247520,9890680
ESS,대구시,2023-10-15,13812248,11986300
ESS,대전시,2023-10-15,266840,226480
ESS,부산시,2023-10-15,12674716,10944720
ESS,서울시,2023-10-15,514320,436920
ESS,세종시,2023-10-15,6581860,5830800
ESS,울산시,2023-10-15,2081020,1680540
ESS,인천시,2023-10-15,47735491,30779107
ESS,전라남도,2023-10-15,2459547210,2213904839
ESS,전라북도,2023-10-15,269135510,238914542
ESS,제주도,2023-10-15,94664756,81425240
ESS,충청남도,2023-10-15,570242906,504836626
ESS,충청북도,2023-10-15,167672182,148637432
ESS,강원도,2023-10-16,348376689,314202232
ESS,경기도,2023-10-16,97646731,87385235
ESS,경상남도,2023-10-16,158889409,142280488
ESS,경상북도,2023-10-16,402002442,357512223
ESS,광주시,2023-10-16,11277720,9934240
ESS,대구시,2023-10-16,13364662,11569910
ESS,대전시,2023-10-16,268520,228440
ESS,부산시,2023-10-16,12497112,10952304
ESS,서울시,2023-10-16,549840,477280
ESS,세종시,2023-10-16,8417960,7555380
ESS,울산시,2023-10-16,2063820,1626520
ESS,인천시,2023-10-16,36898969,35691604
ESS,전라남도,2023-10-16,2492934875,2243095102
ESS,전라북도,2023-10-16,305429294,269788105
ESS,제주도,2023-10-16,99405332,88679420
ESS,충청남도,2023-10-16,581827603,522374304
ESS,충청북도,2023-10-16,216885184,193075099
ESS,강원도,2023-10-17,381478195,343601890
ESS,경기도,2023-10-17,96905025,85878526
ESS,경상남도,2023-10-17,158824796,141981748
ESS,경상북도,2023-10-17,374008878,365053696
ESS,광주시,2023-10-17,11449400,10096000
ESS,대구시,2023-10-17,9570670,8160970
ESS,대전시,2023-10-17,273120,228760
ESS,부산시,2023-10-17,14364544,11090780
ESS,서울시,2023-10-17,546440,624600
ESS,세종시,2023-10-17,8455100,7576980
ESS,울산시,2023-10-17,2080420,1639560
ESS,인천시,2023-10-17,29954444,29859605
ESS,전라남도,2023-10-17,2470959729,2251476348
ESS,전라북도,2023-10-17,308309013,276422596
ESS,제주도,2023-10-17,103490422,95329802
ESS,충청남도,2023-10-17,530934151,469603595
ESS,충청북도,2023-10-17,219566230,192757241
ESS,강원도,2023-10-18,364669314,321676517
ESS,경기도,2023-10-18,91884601,82159670
ESS,경상남도,2023-10-18,159192218,135138100
ESS,경상북도,2023-10-18,441898941,362566672
ESS,광주시,2023-10-18,11433120,10002000
ESS,대구시,2023-10-18,9656730,8262958
ESS,대전시,2023-10-18,275200,228360
ESS,부산시,2023-10-18,13079576,10972040
ESS,서울시,2023-10-18,741440,656600
ESS,세종시,2023-10-18,8099680,7255140
ESS,울산시,2023-10-18,1962540,1670960
ESS,인천시,2023-10-18,43388197,31107010
ESS,전라남도,2023-10-18,2458408771,2217671346
ESS,전라북도,2023-10-18,309254293,275136203
ESS,제주도,2023-10-18,35951989,29979990
ESS,충청남도,2023-10-18,517128077,461651738
ESS,충청북도,2023-10-18,213960039,194162281
ESS,강원도,2023-10-19,88225836,78162389
ESS,경기도,2023-10-19,16022339,12049830
ESS,경상남도,2023-10-19,134516552,117816545
ESS,경상북도,2023-10-19,248229056,225216875
ESS,광주시,2023-10-19,9865440,8618120
ESS,대구시,2023-10-19,7356094,6144070
ESS,대전시,2023-10-19,119160,93320
ESS,부산시,2023-10-19,10774288,11195440
ESS,서울시,2023-10-19,120840,81280
ESS,세종시,2023-10-19,1485220,1273240
ESS,울산시,2023-10-19,1325480,1018200
ESS,인천시,2023-10-19,26918141,17367616
ESS,전라남도,2023-10-19,2215601711,1971049433
ESS,전라북도,2023-10-19,177975863,159664286
ESS,제주도,2023-10-19,37045198,30801807
ESS,충청남도,2023-10-19,80596408,61276563
ESS,충청북도,2023-10-19,54095645,46126546
ESS,강원도,2023-10-20,395097212,342381372
ESS,경기도,2023-10-20,102155969,89151746
ESS,경상남도,2023-10-20,162751124,148950145
ESS,경상북도,2023-10-20,436066130,370362126
ESS,광주시,2023-10-20,11286640,9832080
ESS,대구시,2023-10-20,12249646,10535586
ESS,대전시,2023-10-20,268120,227800
ESS,부산시,2023-10-20,13485492,11784544
ESS,서울시,2023-10-20,805800,702040
ESS,세종시,2023-10-20,8179600,7194620
ESS,울산시,2023-10-20,2077820,1669840
ESS,인천시,2023-10-20,44197889,35967913
ESS,전라남도,2023-10-20,2490647881,2227201678
ESS,전라북도,2023-10-20,311124491,274257227
ESS,제주도,2023-10-20,107902643,95726445
ESS,충청남도,2023-10-20,519865288,454544528
ESS,충청북도,2023-10-20,219883401,194650514
ESS,강원도,2023-10-21,381811777,339748560
ESS,경기도,2023-10-21,99503593,87956042
ESS,경상남도,2023-10-21,155737806,139120900
ESS,경상북도,2023-10-21,364577900,340341766
ESS,광주시,2023-10-21,9001360,7851200
ESS,대구시,2023-10-21,12608070,10914012
ESS,대전시,2023-10-21,229680,187920
ESS,부산시,2023-10-21,13569340,11523524
ESS,서울시,2023-10-21,539480,466320
ESS,세종시,2023-10-21,8175180,7325880
ESS,울산시,2023-10-21,2063040,1663900
ESS,인천시,2023-10-21,33697393,36076490
ESS,전라남도,2023-10-21,2273992196,2052606797
ESS,전라북도,2023-10-21,250610492,221930792
ESS,제주도,2023-10-21,114402933,103921326
ESS,충청남도,2023-10-21,501537735,444082310
ESS,충청북도,2023-10-21,196883146,176182564
ESS,강원도,2023-10-22,377138951,333619530
ESS,경기도,2023-10-22,96586638,86623136
ESS,경상남도,2023-10-22,144112213,127705981
ESS,경상북도,2023-10-22,431761850,362682533
ESS,광주시,2023-10-22,9715120,8445280
ESS,대구시,2023-10-22,12747480,11004612
ESS,대전시,2023-10-22,228240,186480
ESS,부산시,2023-10-22,12041972,11418768
ESS,서울시,2023-10-22,502720,437320
ESS,세종시,2023-10-22,8314080,7434820
ESS,울산시,2023-10-22,1521540,1228200
ESS,인천시,2023-10-22,34497371,32621398
ESS,전라남도,2023-10-22,2235606782,2038735905
ESS,전라북도,2023-10-22,259797172,229120522
