연료원,지역,거래일,충전량 합계(Wh),방전량 합계(Wh)
ESS,대전시,2024-02-02,247480,197920
ESS,부산시,2024-02-02,8130468,6998640
ESS,서울시,2024-02-02,686920,597680
ESS,세종시,2024-02-02,7205020,6322180
ESS,울산시,2024-02-02,343420,188720
ESS,인천시,2024-02-02,6345166,16832522
ESS,전라남도,2024-02-02,1892560503,1700717646
ESS,전라북도,2024-02-02,288812715,255757073
ESS,제주도,2024-02-02,62945957,55830909
ESS,충청남도,2024-02-02,565874592,504125425
ESS,충청북도,2024-02-02,172657292,152274586
ESS,강원도,2024-02-03,209214073,183172852
ESS,경기도,2024-02-03,48087620,41316845
ESS,경상남도,2024-02-03,44714594,37691331
ESS,경상북도,2024-02-03,206475106,172405493
ESS,광주시,2024-02-03,5051720,4163160
ESS,대구시,2024-02-03,3081424,1552292
ESS,대전시,2024-02-03,99720,62040
ESS,부산시,2024-02-03,4668892,3847720
ESS,서울시,2024-02-03,366360,300720
ESS,세종시,2024-02-03,2757440,2472020
ESS,울산시,2024-02-03,174180,46240
ESS,인천시,2024-02-03,10142893,8415564
ESS,전라남도,2024-02-03,651919954,545113896
ESS,전라북도,2024-02-03,107522427,89992299
ESS,제주도,2024-02-03,46674799,39995506
ESS,충청남도,2024-02-03,177405305,151911978
ESS,충청북도,2024-02-03,104271947,90466106
ESS,강원도,2024-02-04,262814341,217660858
ESS,경기도,2024-02-04,91074705,80530101
ESS,경상남도,2024-02-04,90617460,71006785
ESS,경상북도,2024-02-04,199728306,141109882
ESS,광주시,2024-02-04,6998480,5992160
ESS,대구시,2024-02-04,3010160,2195866
ESS,대전시,2024-02-04,242600,199280
ESS,부산시,2024-02-04,8247180,7209280
ESS,서울시,2024-02-04,764280,668920
ESS,세종시,2024-02-04,4753820,4077200
ESS,울산시,2024-02-04,622960,391740
ESS,인천시,2024-02-04,10109645,6627289
ESS,전라남도,2024-02-04,1056313894,936802058
ESS,전라북도,2024-02-04,244658636,214177139
ESS,제주도,2024-02-04,76209923,67684832
ESS,충청남도,2024-02-04,535996365,475380118
ESS,충청북도,2024-02-04,128789580,111636257
ESS,강원도,2024-02-05,71812090,54340503
ESS,경기도,2024-02-05,24202767,19290615
ESS,경상남도,2024-02-05,33196360,24826203
ESS,경상북도,2024-02-05,140143374,112558073
ESS,광주시,2024-02-05,3446080,2643680
ESS,대구시,2024-02-05,2008664,2030948
ESS,대전시,2024-02-05,87920,48520
ESS,부산시,2024-02-05,1431000,2066836
ESS,서울시,2024-02-05,211720,151600
ESS,세종시,2024-02-05,1619640,1353220
ESS,울산시,2024-02-05,268980,113940
ESS,인천시,2024-02-05,32343247,13283799
ESS,전라남도,2024-02-05,533153228,445436277
ESS,전라북도,2024-02-05,65325436,51135775
ESS,제주도,2024-02-05,91020652,75086584
ESS,충청남도,2024-02-05,128380250,105284842
ESS,충청북도,2024-02-05,67181934,58118831
ESS,강원도,2024-02-06,70689715,69797059
ESS,경기도,2024-02-06,21371243,16277841
ESS,경상남도,2024-02-06,53298757,42318799
ESS,경상북도,2024-02-06,82991841,100890210
ESS,광주시,2024-02-06,4514800,3827120
ESS,대구시,2024-02-06,3067440,2180584
ESS,대전시,2024-02-06,150640,108960
ESS,부산시,2024-02-06,6010352,5037472
ESS,서울시,2024-02-06,182440,124480
ESS,세종시,2024-02-06,945800,643800
ESS,울산시,2024-02-06,633320,403940
ESS,인천시,2024-02-06,10651238,16575386
ESS,전라남도,2024-02-06,1467742707,1272442058
ESS,전라북도,2024-02-06,113006142,93289124
ESS,제주도,2024-02-06,85273664,82776496
ESS,충청남도,2024-02-06,231631442,197085177
ESS,충청북도,2024-02-06,24561823,17328206
ESS,강원도,2024-02-07,126097805,106427558
ESS,경기도,2024-02-07,51796306,44093560
ESS,경상남도,2024-02-07,154816641,145822218
ESS,경상북도,2024-02-07,347414453,315706280
ESS,광주시,2024-02-07,11472360,9920120
ESS,대구시,2024-02-07,9918124,8456574
ESS,대전시,2024-02-07,248120,197080
ESS,부산시,2024-02-07,12821816,11376760
ESS,서울시,2024-02-07,180640,121320
ESS,세종시,2024-02-07,6068120,5234640
ESS,울산시,2024-02-07,2153880,1697160
ESS,인천시,2024-02-07,11181546,18194930
ESS,전라남도,2024-02-07,2131652400,1916311884
ESS,전라북도,2024-02-07,305521289,268696385
ESS,제주도,2024-02-07,105508415,93836329
ESS,충청남도,2024-02-07,492432834,438588157
ESS,충청북도,2024-02-07,84773198,71326449
ESS,강원도,2024-02-08,289733808,253395255
ESS,경기도,2024-02-08,99439340,87601391
ESS,경상남도,2024-02-08,157954201,139509538
ESS,경상북도,2024-02-08,374792160,345667500
ESS,광주시,2024-02-08,11268040,10159600
ESS,대구시,2024-02-08,12308076,10613316
ESS,대전시,2024-02-08,248840,197560
ESS,부산시,2024-02-08,12728188,11177952
ESS,서울시,2024-02-08,798200,698280
ESS,세종시,2024-02-08,8343400,7443560
ESS,울산시,2024-02-08,2327020,1853800
ESS,인천시,2024-02-08,16965934,13723645
ESS,전라남도,2024-02-08,2491730921,2251707340
ESS,전라북도,2024-02-08,308987286,273839552
ESS,제주도,2024-02-08,98300854,88945578
ESS,충청남도,2024-02-08,574710481,509620882
ESS,충청북도,2024-02-08,194211717,171726042
ESS,강원도,2024-02-09,346335575,284650061
ESS,경기도,2024-02-09,100581050,89007454
ESS,경상남도,2024-02-09,170895752,141490845
ESS,경상북도,2024-02-09,450909588,336226856
ESS,광주시,2024-02-09,11391800,10058960
ESS,대구시,2024-02-09,14125244,12349170
ESS,대전시,2024-02-09,248800,197480
ESS,부산시,2024-02-09,9108416,8269672
ESS,서울시,2024-02-09,766040,674280
ESS,세종시,2024-02-09,8429280,7532500
ESS,울산시,2024-02-09,955920,713300
ESS,인천시,2024-02-09,29925619,16243570
ESS,전라남도,2024-02-09,2470791623,2228293525
ESS,전라북도,2024-02-09,302201778,267417937
ESS,제주도,2024-02-09,97840002,87814728
ESS,충청남도,2024-02-09,570620684,516621339
ESS,충청북도,2024-02-09,206003436,181473327
ESS,강원도,2024-02-10,239856337,216857615
ESS,경기도,2024-02-10,87051481,77282719
ESS,경상남도,2024-02-10,170071733,150313482
ESS,경상북도,2024-02-10,386861682,342869535
ESS,광주시,2024-02-10,10925320,9642280
ESS,대구시,2024-02-10,13466092,11726488
ESS,대전시,2024-02-10,248160,198520
ESS,부산시,2024-02-10,12613708,10576832
ESS,서울시,2024-02-10,684560,599840
ESS,세종시,2024-02-10,6397260,5651660
ESS,울산시,2024-02-10,2346060,1853400
ESS,인천시,2024-02-10,27465214,22922519
ESS,전라남도,2024-02-10,2249519552,2048824545
ESS,전라북도,2024-02-10,297389632,265267487
ESS,제주도,2024-02-10,74748321,67311898
ESS,충청남도,2024-02-10,504855869,435111526
ESS,충청북도,2024-02-10,158684941,141321413
ESS,강원도,2024-02-11,299275464,262409603
ESS,경기도,2024-02-11,85271478,75107605
ESS,경상남도,2024-02-11,161935843,143767483
ESS,경상북도,2024-02-11,375314023,333249820
ESS,광주시,2024-02-11,10624840,9365360
ESS,대구시,2024-02-11,12666150,11007278
ESS,대전시,2024-02-11,248040,197880
ESS,부산시,2024-02-11,11903752,10569560
ESS,서울시,2024-02-11,542720,469320
ESS,세종시,2024-02-11,4801140,4313300
ESS,울산시,2024-02-11,2333360,1864680
ESS,인천시,2024-02-11,27437885,20970058
ESS,전라남도,2024-02-11,2453650643,2206453497
ESS,전라북도,2024-02-11,249871200,216625764
ESS,제주도,2024-02-11,98028528,86961673
ESS,충청남도,2024-02-11,471161063,438033417
ESS,충청북도,2024-02-11,133921418,121398433
ESS,강원도,2024-02-12,351866377,313832301
ESS,경기도,2024-02-12,99844414,87848055
ESS,경상남도,2024-02-12,170712037,151218898
ESS,경상북도,2024-02-12,403743618,366020211
ESS,광주시,2024-02-12,11317880,9992800
ESS,대구시,2024-02-12,14233978,12416424
ESS,대전시,2024-02-12,247320,199160
ESS,부산시,2024-02-12,11855932,10566560
ESS,서울시,2024-02-12,793840,699680
ESS,세종시,2024-02-12,8470260,7506860
ESS,울산시,2024-02-12,2349080,1875020
ESS,인천시,2024-02-12,29451199,26315653
ESS,전라남도,2024-02-12,2496962508,2255542824
ESS,전라북도,2024-02-12,294680437,265209348
ESS,제주도,2024-02-12,66362145,57309130
ESS,충청남도,2024-02-12,580401641,512486290
ESS,충청북도,2024-02-12,214146212,189986480
ESS,강원도,2024-02-13,295023171,271699678
ESS,경기도,2024-02-13,81954106,73809735
ESS,경상남도,2024-02-13,168165600,149181692
ESS,경상북도,2024-02-13,422183348,365826549
ESS,광주시,2024-02-13,11153800,9727000
ESS,대구시,2024-02-13,14122498,12324740
ESS,대전시,2024-02-13,242120,199040
ESS,부산시,2024-02-13,12057380,10147920
ESS,서울시,2024-02-13,712680,623280
ESS,세종시,2024-02-13,6986000,6243760
ESS,울산시,2024-02-13,2381000,1892960
ESS,인천시,2024-02-13,38196464,24293859
ESS,전라남도,2024-02-13,2486116323,2239752601
ESS,전라북도,2024-02-13,302384562,269116865
ESS,제주도,2024-02-13,100790129,91130679
ESS,충청남도,2024-02-13,560857579,509289359
ESS,충청북도,2024-02-13,210190537,186898860
ESS,강원도,2024-02-14,249040175,222836518
ESS,경기도,2024-02-14,74962840,64170965
ESS,경상남도,2024-02-14,57301685,49482646
ESS,경상북도,2024-02-14,260143977,236094641
ESS,광주시,2024-02-14,5258480,4539240
ESS,대구시,2024-02-14,5926166,4870380
ESS,대전시,2024-02-14,142400,114840
ESS,부산시,2024-02-14,5861576,5182132
ESS,서울시,2024-02-14,464640,391960
ESS,세종시,2024-02-14,3587120,3198600
ESS,울산시,2024-02-14,665300,480740
ESS,인천시,2024-02-14,23036182,22192748
ESS,전라남도,2024-02-14,1347165690,1198884770
ESS,전라북도,2024-02-14,151610649,132551325
ESS,제주도,2024-02-14,70118381,63143059
ESS,충청남도,2024-02-14,336709484,298397758
ESS,충청북도,2024-02-14,91991676,79976027
ESS,강원도,2024-02-15,19256668,20067200
ESS,경기도,2024-02-15,5708145,2724942
ESS,경상남도,2024-02-15,116179188,97387732
ESS,경상북도,2024-02-15,179988410,151157604
ESS,광주시,2024-02-15,2273040,1618760
ESS,대구시,2024-02-15,5368980,4286054
ESS,대전시,2024-02-15,49680,15440
ESS,부산시,2024-02-15,12136600,11056248
ESS,서울시,2024-02-15,91520,56360
ESS,세종시,2024-02-15,267280,45120
ESS,울산시,2024-02-15,1862280,1475440
ESS,인천시,2024-02-15,3063607,8671926
ESS,전라남도,2024-02-15,281588869,204698231
ESS,전라북도,2024-02-15,26922191,16491300
ESS,제주도,2024-02-15,65270692,56495682
ESS,충청남도,2024-02-15,89340887,70150989
ESS,충청북도,2024-02-15,10658401,5254292
ESS,강원도,2024-02-16,197382957,159925812
ESS,경기도,2024-02-16,82349078,72213790
ESS,경상남도,2024-02-16,166256272,150429745
ESS,경상북도,2024-02-16,359334360,357312638
ESS,광주시,2024-02-16,11571640,10197360
ESS,대구시,2024-02-16,14325572,12422458
ESS,대전시,2024-02-16,249120,197480
ESS,부산시,2024-02-16,12304512,10859016
ESS,서울시,2024-02-16,741680,633280
ESS,세종시,2024-02-16,8554300,7525320
ESS,울산시,2024-02-16,1811540,1434620
ESS,인천시,2024-02-16,18486951,20561126
ESS,전라남도,2024-02-16,2477567888,2246063812
ESS,전라북도,2024-02-16,312834462,274403820
ESS,제주도,2024-02-16,79841984,71653086
ESS,충청남도,2024-02-16,588271556,519635733
ESS,충청북도,2024-02-16,211677967,181111372
ESS,강원도,2024-02-17,365388748,321277963
ESS,경기도,2024-02-17,96802814,85938762
ESS,경상남도,2024-02-17,162672269,151200078
ESS,경상북도,2024-02-17,443560180,362339711
ESS,광주시,2024-02-17,11535120,10198640
ESS,대구시,2024-02-17,14369726,12546490
ESS,대전시,2024-02-17,244600,198520
ESS,부산시,2024-02-17,12632380,11036128
ESS,서울시,2024-02-17,792960,699440
ESS,세종시,2024-02-17,8432240,7538000
ESS,울산시,2024-02-17,2345220,1865300
ESS,인천시,2024-02-17,19106857,17008678
ESS,전라남도,2024-02-17,2501922172,2234670037
ESS,전라북도,2024-02-17,312568679,275694552
ESS,제주도,2024-02-17,65542304,57681609
ESS,충청남도,2024-02-17,550860435,494527541
ESS,충청북도,2024-02-17,212059480,190169909
ESS,강원도,2024-02-18,281328336,249224399
ESS,경기도,2024-02-18,29029927,24179383
ESS,경상남도,2024-02-18,64322630,43773795
ESS,경상북도,2024-02-18,344730793,297462238
ESS,광주시,2024-02-18,1756120,1149800
ESS,대구시,2024-02-18,7489120,6289374
ESS,대전시,2024-02-18,44600,19560
ESS,부산시,2024-02-18,6523004,5920764
ESS,서울시,2024-02-18,117040,77440
ESS,세종시,2024-02-18,1204440,1031780
ESS,울산시,2024-02-18,1238260,946240
ESS,인천시,2024-02-18,26447998,7300961
ESS,전라남도,2024-02-18,438206811,353644172
ESS,전라북도,2024-02-18,51663167,39459536
ESS,제주도,2024-02-18,90172669,77437320
ESS,충청남도,2024-02-18,56571331,38669391
ESS,충청북도,2024-02-18,98895878,85376772
ESS,강원도,2024-02-19,80765307,68901284
ESS,경기도,2024-02-19,5807119,2049948
ESS,경상남도,2024-02-19,98155903,83342386
ESS,경상북도,2024-02-19,201786240,167391018
ESS,광주시,2024-02-19,1603360,1009960
ESS,대구시,2024-02-19,6023232,4875082
ESS,대전시,2024-02-19,37160,6280
ESS,부산시,2024-02-19,9040288,8082880
ESS,서울시,2024-02-19,60400,1920
ESS,세종시,2024-02-19,1093660,751260
ESS,울산시,2024-02-19,832860,684040
ESS,인천시,2024-02-19,19241896,16350160
ESS,전라남도,2024-02-19,364038620,276975636
ESS,전라북도,2024-02-19,25359519,14984377
ESS,제주도,2024-02-19,72574154,65662739
ESS,충청남도,2024-02-19,62674067,42268107
ESS,충청북도,2024-02-19,15138010,8982065
ESS,강원도,2024-02-20,72472586,57776767
ESS,경기도,2024-02-20,12112003,7737717
ESS,경상남도,2024-02-20,24319563,16737590
ESS,경상북도,2024-02-20,101818379,84188131
ESS,광주시,2024-02-20,1145160,574320
ESS,대구시,2024-02-20,1284656,601904
ESS,대전시,2024-02-20,40840,7960
ESS,부산시,2024-02-20,1806000,1934000
ESS,서울시,2024-02-20,78720,28000
ESS,세종시,2024-02-20,646620,464280
ESS,울산시,2024-02-20,152240,11400
ESS,인천시,2024-02-20,13631607,16525720
ESS,전라남도,2024-02-20,185212874,123341348
ESS,전라북도,2024-02-20,25065402,12518334
ESS,제주도,2024-02-20,68863259,61453061
ESS,충청남도,2024-02-20,86978948,63016992
ESS,충청북도,2024-02-20,19595268,15023141
ESS,강원도,2024-02-21,43379754,31523550
ESS,경기도,2024-02-21,8478509,4276348
ESS,경상남도,2024-02-21,21574198,17177701
ESS,경상북도,2024-02-21,103129335,89943652
ESS,광주시,2024-02-21,1820080,1214440
ESS,대구시,2024-02-21,1572424,785868
ESS,대전시,2024-02-21,54040,18200
ESS,부산시,2024-02-21,1771216,1795448
ESS,서울시,2024-02-21,108680,64880
ESS,세종시,2024-02-21,461880,261120
ESS,울산시,2024-02-21,102540,14560
ESS,인천시,2024-02-21,21783530,11488880
ESS,전라남도,2024-02-21,279065954,175058128
ESS,전라북도,2024-02-21,31691152,18312146
ESS,제주도,2024-02-21,73906164,65672133
ESS,충청남도,2024-02-21,42859173,22452135
ESS,충청북도,2024-02-21,23654179,15402352
ESS,강원도,2024-02-22,31728452,19253586
ESS,경기도,2024-02-22,4322863,1169118
ESS,경상남도,2024-02-22,22285747,20611082
ESS,경상북도,2024-02-22,113983072,92543828
ESS,광주시,2024-02-22,2753400,2010120
ESS,대구시,2024-02-22,2578476,1710864
ESS,대전시,2024-02-22,79480,35400
ESS,부산시,2024-02-22,3021328,2404696
ESS,서울시,2024-02-22,44760,0
ESS,세종시,2024-02-22,547680,288100
ESS,울산시,2024-02-22,112380,18860
ESS,인천시,2024-02-22,13107939,15922840
ESS,전라남도,2024-02-22,281412362,237520168
ESS,전라북도,2024-02-22,51798370,36126892
ESS,제주도,2024-02-22,80879948,72820946
ESS,충청남도,2024-02-22,130814630,103199007
ESS,충청북도,2024-02-22,12813996,5965327
ESS,강원도,2024-02-23,120804556,105729809
ESS,경기도,2024-02-23,67492534,59427180
ESS,경상남도,2024-02-23,59416056,47887981
ESS,경상북도,2024-02-23,184776216,166080441
ESS,광주시,2024-02-23,3488480,2729000
ESS,대구시,2024-02-23,5254552,4174800
ESS,대전시,2024-02-23,129560,83720
ESS,부산시,2024-02-23,7299328,6134936
ESS,서울시,2024-02-23,723680,616240
ESS,세종시,2024-02-23,7940160,6820100
ESS,울산시,2024-02-23,173060,84400
ESS,인천시,2024-02-23,25105600,24259177
ESS,전라남도,2024-02-23,610667358,496475052
ESS,전라북도,2024-02-23,125920442,104773775
ESS,제주도,2024-02-23,84001279,75796270
ESS,충청남도,2024-02-23,465376757,402125998
ESS,충청북도,2024-02-23,86702233,72274726
ESS,강원도,2024-02-24,224260728,189844839
ESS,경기도,2024-02-24,93516696,83119357
ESS,경상남도,2024-02-24,106900039,91492740
ESS,경상북도,2024-02-24,211686195,173127139
ESS,광주시,2024-02-24,7147840,6121760
ESS,대구시,2024-02-24,8601852,7253072
ESS,대전시,2024-02-24,179560,136720
ESS,부산시,2024-02-24,6034304,4565144
ESS,서울시,2024-02-24,764520,671520
ESS,세종시,2024-02-24,5481520,4862180
ESS,울산시,2024-02-24,340660,159820
ESS,인천시,2024-02-24,26763188,23350923
ESS,전라남도,2024-02-24,1029837426,892255923
ESS,전라북도,2024-02-24,218946191,189842542
ESS,제주도,2024-02-24,66249321,58874408
ESS,충청남도,2024-02-24,413403127,362080334
ESS,충청북도,2024-02-24,146280020,128531454
ESS,강원도,2024-02-25,99756197,94745846
ESS,경기도,2024-02-25,46194643,39667896
ESS,경상남도,2024-02-25,73577321,54712759
ESS,경상북도,2024-02-25,135410568,163179603
ESS,광주시,2024-02-25,6133320,5210360
ESS,대구시,2024-02-25,7768196,6526078
ESS,대전시,2024-02-25,28000,0
ESS,부산시,2024-02-25,9235844,8151640
ESS,서울시,2024-02-25,365920,300320
ESS,세종시,2024-02-25,999680,762600
ESS,울산시,2024-02-25,1538420,1133280
ESS,인천시,2024-02-25,28381381,20087390
ESS,전라남도,2024-02-25,997851705,845998624
ESS,전라북도,2024-02-25,104350087,87035438
ESS,제주도,2024-02-25,79115875,71378233
ESS,충청남도,2024-02-25,238073941,205684063
ESS,충청북도,2024-02-25,33746597,26155153
ESS,강원도,2024-02-26,263376777,228818730
ESS,경기도,2024-02-26,101543614,89613148
ESS,경상남도,2024-02-26,165069347,137663595
ESS,경상북도,2024-02-26,315059154,240438401
ESS,광주시,2024-02-26,11425720,10075120
ESS,대구시,2024-02-26,11271248,9700060
ESS,대전시,2024-02-26,253560,206880
ESS,부산시,2024-02-26,12251264,11801840
ESS,서울시,2024-02-26,800360,700200
ESS,세종시,2024-02-26,8576280,7539160
ESS,울산시,2024-02-26,1776940,1377800
ESS,인천시,2024-02-26,23559505,23696235
ESS,전라남도,2024-02-26,2420188088,2173025816
ESS,전라북도,2024-02-26,311281793,274490322
ESS,제주도,2024-02-26,86939990,77484618
ESS,충청남도,2024-02-26,564157843,511443034
ESS,충청북도,2024-02-26,184978702,163452690
ESS,강원도,2024-02-27,285494897,257195979
ESS,경기도,2024-02-27,95944873,85614284
ESS,경상남도,2024-02-27,137675166,124619044
ESS,경상북도,2024-02-27,296756252,279720537
ESS,광주시,2024-02-27,10956760,9484560
ESS,대구시,2024-02-27,10290364,8779216
ESS,대전시,2024-02-27,242320,199120
ESS,부산시,2024-02-27,8397756,7340928
ESS,서울시,2024-02-27,787360,694080
ESS,세종시,2024-02-27,7960900,7123600
ESS,울산시,2024-02-27,564720,377220
ESS,인천시,2024-02-27,23635032,20624625
ESS,전라남도,2024-02-27,2348625367,2127532873
ESS,전라북도,2024-02-27,301931030,268499064
ESS,제주도,2024-02-27,75458129,66819375
ESS,충청남도,2024-02-27,539812150,482811812
ESS,충청북도,2024-02-27,212599663,190984554
ESS,강원도,2024-02-28,297573796,264211112
ESS,경기도,2024-02-28,76807725,68747033
ESS,경상남도,2024-02-28,157701190,146397291
ESS,경상북도,2024-02-28,378350501,309181414
ESS,광주시,2024-02-28,11336800,10201800
ESS,대구시,2024-02-28,13591268,11836838
ESS,대전시,2024-02-28,256440,213320
ESS,부산시,2024-02-28,14310060,12915548
ESS,서울시,2024-02-28,606920,524520
ESS,세종시,2024-02-28,6442860,5726240
ESS,울산시,2024-02-28,1944580,1481400
ESS,인천시,2024-02-28,17741377,17695368
ESS,전라남도,2024-02-28,2498587640,2226180340
ESS,전라북도,2024-02-28,311286116,276233848
ESS,제주도,2024-02-28,86554163,77089659
ESS,충청남도,2024-02-28,389696504,346333495
ESS,충청북도,2024-02-28,186328448,167893390
ESS,강원도,2024-02-29,164747417,128329366
ESS,경기도,2024-02-29,41139265,35109321
ESS,경상남도,2024-02-29,29059076,15024163
ESS,경상북도,2024-02-29,111302188,95483926
ESS,광주시,2024-02-29,3152880,2434800
ESS,대구시,2024-02-29,2113996,1329168
ESS,대전시,2024-02-29,106800,71440
ESS,부산시,2024-02-29,1809812,1329900
ESS,서울시,2024-02-29,326560,268000
ESS,세종시,2024-02-29,1450400,1279860
ESS,울산시,2024-02-29,183540,55460
ESS,인천시,2024-02-29,28884702,8748234
ESS,전라남도,2024-02-29,499404365,434800131
ESS,전라북도,2024-02-29,75689509,61826210
ESS,제주도,2024-02-29,71855351,63839591
ESS,충청남도,2024-02-29,207368499,179296529
ESS,충청북도,2024-02-29,54860249,46259179
ESS,강원도,2024-03-01,401075521,346442848
ESS,경기도,2024-03-01,104265719,92017534
ESS,경상남도,2024-03-01,163558114,141256600
ESS,경상북도,2024-03-01,435163030,362723372
ESS,광주시,2024-03-01,11482600,10111480
ESS,대구시,2024-03-01,14387376,12422086
ESS,대전시,2024-03-01,271120,206040
ESS,부산시,2024-03-01,14502564,12886840
ESS,서울시,2024-03-01,796920,701480
ESS,세종시,2024-03-01,8569820,7504280
ESS,울산시,2024-03-01,2340640,1861500
ESS,인천시,2024-03-01,42537615,36070891
ESS,전라남도,2024-03-01,2355806330,2119515431
ESS,전라북도,2024-03-01,306799743,270304864
ESS,제주도,2024-03-01,97936220,88450122
ESS,충청남도,2024-03-01,586441558,518053769
ESS,충청북도,2024-03-01,219824050,193776477
ESS,강원도,2024-03-02,346726276,312696101
ESS,경기도,2024-03-02,95052283,84691152
ESS,경상남도,2024-03-02,166322346,148547994
ESS,경상북도,2024-03-02,402673372,364057628
ESS,광주시,2024-03-02,11552240,10196240
ESS,대구시,2024-03-02,14369936,12480620
ESS,대전시,2024-03-02,271480,215280
ESS,부산시,2024-03-02,14451204,12779944
ESS,서울시,2024-03-02,652160,571440
ESS,세종시,2024-03-02,8452740,7537100
ESS,울산시,2024-03-02,2422580,1917920
ESS,인천시,2024-03-02,39007443,33624754
ESS,전라남도,2024-03-02,2484783099,2225424665
ESS,전라북도,2024-03-02,308321246,272890379
ESS,제주도,2024-03-02,101077115,91422503
ESS,충청남도,2024-03-02,567588557,509087952
ESS,충청북도,2024-03-02,218714010,196713942
ESS,강원도,2024-03-03,317490438,285742462
ESS,경기도,2024-03-03,87521717,78058546
ESS,경상남도,2024-03-03,150923707,131815042
ESS,경상북도,2024-03-03,350635081,309703169
ESS,광주시,2024-03-03,10536560,9269400
ESS,대구시,2024-03-03,12759136,11057700
ESS,대전시,2024-03-03,256320,210080
ESS,부산시,2024-03-03,13147004,11753060
ESS,서울시,2024-03-03,738400,655520
ESS,세종시,2024-03-03,7246700,6482360
ESS,울산시,2024-03-03,2274640,1818180
ESS,인천시,2024-03-03,17724659,30239386
ESS,전라남도,2024-03-03,1756202215,1587628241
ESS,전라북도,2024-03-03,257901033,227556151
ESS,제주도,2024-03-03,68339626,61107289
ESS,충청남도,2024-03-03,504514982,452441936
ESS,충청북도,2024-03-03,150271380,134437960
ESS,강원도,2024-03-04,372354598,349475041
ESS,경기도,2024-03-04,102264948,90919695
ESS,경상남도,2024-03-04,156776223,140908047
ESS,경상북도,2024-03-04,374190038,357928552
ESS,광주시,2024-03-04,10190240,8946680
ESS,대구시,2024-03-04,14070946,12274002
ESS,대전시,2024-03-04,245920,204400
ESS,부산시,2024-03-04,14297932,12794528
ESS,서울시,2024-03-04,799680,698800
ESS,세종시,2024-03-04,6746140,6012960
ESS,울산시,2024-03-04,2297420,1841000
ESS,인천시,2024-03-04,26476553,21115660
ESS,전라남도,2024-03-04,2093043646,1883487949
ESS,전라북도,2024-03-04,296065712,263165033
ESS,제주도,2024-03-04,69736156,61281849
ESS,충청남도,2024-03-04,552811380,494572924
ESS,충청북도,2024-03-04,211213188,188540431
ESS,강원도,2024-03-05,181590996,143380886
ESS,경기도,2024-03-05,37973718,32264742
ESS,경상남도,2024-03-05,23367414,16039168
ESS,경상북도,2024-03-05,145449334,95753317
ESS,광주시,2024-03-05,1974640,1320760
ESS,대구시,2024-03-05,1333366,692020
ESS,대전시,2024-03-05,61720,26800
ESS,부산시,2024-03-05,770268,627616
ESS,서울시,2024-03-05,314000,242280
ESS,세종시,2024-03-05,571900,330240
ESS,울산시,2024-03-05,116680,960
ESS,인천시,2024-03-05,33022836,13002595
ESS,전라남도,2024-03-05,176546778,117658592
ESS,전라북도,2024-03-05,31375588,22231008
ESS,제주도,2024-03-05,75435062,67001901
ESS,충청남도,2024-03-05,83947462,65399356
ESS,충청북도,2024-03-05,35467294,29006196
ESS,강원도,2024-03-06,215860585,195794468
ESS,경기도,2024-03-06,87200052,76151722
ESS,경상남도,2024-03-06,139388436,126850495
ESS,경상북도,2024-03-06,338153714,303331104
ESS,광주시,2024-03-06,11537720,10185280
ESS,대구시,2024-03-06,8190688,6795930
ESS,대전시,2024-03-06,256320,209000
ESS,부산시,2024-03-06,12019312,10464160
ESS,서울시,2024-03-06,724400,624960
ESS,세종시,2024-03-06,7918740,7046360
ESS,울산시,2024-03-06,938100,686240
ESS,인천시,2024-03-06,30516028,35093108
ESS,전라남도,2024-03-06,2403368673,2139715624
ESS,전라북도,2024-03-06,293127781,256059560
ESS,제주도,2024-03-06,82420325,73392341
ESS,충청남도,2024-03-06,563411311,500136602
ESS,충청북도,2024-03-06,181521199,160549794
ESS,강원도,2024-03-07,120457008,98450342
ESS,경기도,2024-03-07,68409364,59565281
ESS,경상남도,2024-03-07,150153690,127061761
ESS,경상북도,2024-03-07,247451162,207412816
ESS,광주시,2024-03-07,10682000,9424520
ESS,대구시,2024-03-07,10784896,9279566
ESS,대전시,2024-03-07,244280,197240
ESS,부산시,2024-03-07,10796488,9658464
ESS,서울시,2024-03-07,475040,397800
ESS,세종시,2024-03-07,7501440,6713500
ESS,울산시,2024-03-07,798400,586780
ESS,인천시,2024-03-07,33569000,19184355
ESS,전라남도,2024-03-07,2414099438,2191965780
ESS,전라북도,2024-03-07,290196919,260223719
ESS,제주도,2024-03-07,120820410,108009284
ESS,충청남도,2024-03-07,566130291,506047718
ESS,충청북도,2024-03-07,140838609,124183491
ESS,강원도,2024-03-08,389243243,341770516
ESS,경기도,2024-03-08,103122063,92485767
ESS,경상남도,2024-03-08,167969780,147964891
ESS,경상북도,2024-03-08,416938330,367158668
ESS,광주시,2024-03-08,11539480,9976280
ESS,대구시,2024-03-08,14333770,12445992
ESS,대전시,2024-03-08,266040,213000
ESS,부산시,2024-03-08,14503364,12766608
ESS,서울시,2024-03-08,804080,698360
ESS,세종시,2024-03-08,8437340,7524640
ESS,울산시,2024-03-08,2370500,1856580
ESS,인천시,2024-03-08,44043885,37774633
ESS,전라남도,2024-03-08,2484582137,2234278550
ESS,전라북도,2024-03-08,315132065,275687013
ESS,제주도,2024-03-08,112611744,102453250
