주소,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건_사고 분류1,사건_사고 분류2,사건_사고 분류3,개체명(인물),개체명(지역),개체명(기업기관),키워드,특성추출,본문,원본주소
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100311.20210701082341001,2021-07-01,서울경제,박진용 기자,출사표 던진 이재명 이재명표 뉴딜 정책 실시..공정성장의 길 열겠다,정치>정치일반,,,범죄>기업범죄>거래제한,,,"이재명표 뉴딜정책, 이재명","한반도, 대전, 경기, 신성","대공황시대, 불공정, 더불어민주당, 자원","출사표,이재명,이재명표,뉴딜,정책,공정성장,규제합리화,기업,창의,혁신,가능,공간,확보,대권주자,더불어민주당,유력,대권,주자,이재명,경기도,지사,대통령,선거,출마,선언,이재명표,뉴딜,정책,약속,지사,이날,사회관계망서비스,SNS,공개,출마선언,공황,시대,뉴딜,시대,공공,민간,투자,혁신,감행,규제합리화,기업,창의,혁신,가능,자유,공간,확보,미래,자원,육성,기초,첨단,과학기술,육성,강화,문화,콘텐츠,문화,예술,지원,확대,확충,대대적,인프라,산업,경제,재편,신성장동력,발굴,성장,지속,공정,한반도,평화,경제,체제,수립,대륙,북방경제활성화,성장,기여,주장,위기,원인,불공정,양극화,지목,자본,노동력,인프라,저성장,고통,불평등,양극,상대,빈곤,감성적,배분,효율,자원,경쟁,효율,악화,성장동력,훼손,경기침체,저성장,정책,저작권,정책,효율적,정책,선택,용기,결단,추진력,성공,자신,부동산,정책,불가능,계곡불법시설,정비,주택,보호,투기,주택,세금,금융제한,강화,적정,분양,주택,공급,기본,주택,공급,고통,역설,자신,대표,정책,기본소득,추진,방침,지사,기본소득,부족,소비,경제,경제,풍요,사회,강조","이재명,뉴딜,이재명표,저성장,양극화,더불어민주당,규제합리화,불평등,기본소득,사회관계,사회관계망서비스,추진력,경기침체,과학기술,금융제한,계곡불법시설,감성적,불공정,북방경제활성화",더불어민주당 유력 대권주자인 이재명 경기도지사는 1일 20대 대통령선거 출마를 선언하며 ..‘이재명표 뉴딜정책’을 약속했다... .. .. .. .. .. 이 지사는 이날 오전 사회관계망서비스(SNS)를 통해 공개한 출마선언에서 ..대공황시대 뉴딜처럼 대전환 시대에는 공공이 길을 내고 민간이 투자와 혁신을 감행할 수 있게 해야 한다며 ..규제합리화..,http://www.sedaily.com/NewsView/22OQRP2YS3
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100611.20210701102830001,2021-07-01,서울신문,이명선,재임중 인증·선정 427건 수상·2723억원 외부재원 확보… “시민·직원이 빚어낸 합작품”,지역>경기,지역>충남,지역>대전,,,,"장, 장덕천","부천시, 중앙공원, 한강, 서울, 소사~대곡, 경기, 부천페이, 화성, 함백산추모공원, 오정동, 소사지역, 신도시, 부천, 한국, 역곡, 수도권, 첨단산업단지, 대장신도시, 대만ITRI(사업기술연구소, 메카, 원도심, 부천시장, 홍대입구, 한국입자에어로졸학회","부천시, 대공, 유일, 부천영상문화산업단지, 부천, GS건설, 기초지자체, 작동군부대, 한국만화박물관, 오정 군부대, IoT, 일드림센터, 시민정책토론회, 정부, 재난안전대책본부, 국립영화박물관, 인권센터, 자원, 원도심, 부천시장, 법무부, 스마, 경영대, 노사민정사무국","재임,인증,선정,수상,2723억,외부,재원,확보,시민,직원,합작품,장덕천,부천,시장,취임,시민,70%,백신,접종,달성,집단,면역,달성,사업,스마트시티,고도화,새부천,도약,부천시장,장덕천,경기,부천,시장,출범,민선,3년,성과,1년,매진,역점,부천시,코로나,위기,희망,활력,경제도시,걸음,일자리,창출,지역,경제,회복,주력,부천시,일드림센터,개소,대비,취업,122%,양질,공공일자리,제공,부천페,발행액,3500억,돌파,소상공인,특례,보증,확대,전통,시장,활성,지원,골목상권,미래,부천,100년,뒷받침,사업,추진,부천영상문화산업단지,최종,사업,협약,글로벌,영상,문화콘텐츠,허브,단지,건립,시동,지정,법정,문화,도시,부천,문화,둘레,조성,문화,콘텐츠,산업,육성,문화,산업,청사진,가시화,스마트시티,분야,활약,주목,유일,기초,지자체,스마스시티,챌린지,사업,선정,지정,스마트,규제,혁신,지구,부천,스마트,역량,구축,지능,교통,체계,제26회,전당상,지능형,교통체계,정부,혁신,대통령상,수상,나르카,부천,주차,로봇,국정,실천,경진,대회,최우수상,획득,주차혁신,입증,전국,기초지,자체,법무부,전자,감독,연계,CCTV,지능,선별,관제,전환,안전망,구축,스마트,미세,먼지,저감,기초지자체,빅데이터,서비스,미세,먼지,대응,스마트,미세,먼지,클린,특화,단지,조성,도시,대기관리,플랫폼,구축,사업,고안,경기,정책,공모,우수상,수상,40억,확보,스마트시티,위상,강화,정책,사업,원도심,활성,의미,성과,도내,소사,지역,도시,재생,사업,성공리,에너지,업사이클링,온실가스,미세,먼지,저감,일조,경영대전,지방,자치,대통령,표창,전국,아파트,마을,주차장,건립,사업,추진,지방,규제,혁신,우수,사례,선정,원도심,주차,해결,귀감,사람,중심,포용도시,통합돌봄,부천,지역,사회,통합돌,선도,복지,행정,대상,수상,쾌거,장애인,인권,센터,개소,아동,여성,고령친화도시,인증,획득,부천시,지자체,화성,함백산추모공원,공동,운영,시민들,화장장,숙원,해결,시민,학습,권리,보장,재지정평가,평생,학습,도시,재지정,평가,우수,평생,학습,도시,선정,부총리상,영예,광역동,전환,주민,밀착,행정,체제,완성,소통채널,마련,시민,참여,바탕,소통행정,청렴,연속,평가,획득,명실상부,청렴도시,눈길,시민,약속,평가,연속,민선,공약,최고,등급,SA,달성,시장,1년,시민,체감,정책,부천,방침,일상,코로나,총력,위기,조기,극복,부천시,코로나,극복,조기,최우선,역량,자원,집중,시민,70%,백신,접종,형성,집단,면역,예방접종,차질,진행,방침,예방접종추진단,구성,행정력,총동원,지역협의체,추진,유관기관,협조,체계,안전,예방접종,지원,집단,면역,확보,역량,방역,대응,극대화,부천시,재난,안전,대책,본부,지속,가동,신속정확,역학조사,모니터링,코로나,방지,전파,심혈,집단감염,취약,다중이용시설,방역,관리,강화,지역경제,양질,일자리,창출,소상공인,중소기업,지원,부천,일자리,마련,소상공인,자영업자,중소기업,지원,민간경제,활력,지역,특화,일자리,취약,계층,일자리,제공,일드림센터,노사민정사무국,고용,노동,거버넌스,바탕,일자리,창출,모색,전통시장,골목상권,서비스,온라인,배송,판로,마케팅,확대,시설현대화,추진,경쟁력,2억,기업,특례,보증,증액,업체,강소기업,육성,중소기업,실질적,성장,임대인,재산세,감면,확진자,격리자,주민세,개인,면제,세정,지원,침체,지역,상권,회복,견인,문화,산업,부천,문화,콘텐츠,메카,부천시,미래,성장,동력,문화,핵심가치,문화,산업,시대,구축,문화,인프라,전시실,부천아트센터,건립,작동군부대,공간,문화,예술,창작,복합,문화,공간,조성,글로벌,창의,도시,거점,센터,재탄생,웹툰융합센터,폴리스튜디오,스토리텔링센터,실감형,콘텐츠,시민,체험,건립,문화,산업,성장,밀도,문화,산업화,핵심,역할인,인재,적극,육성,스토리텔링,아카데미,웹툰,이노베이션,조성,창작,창업형,인재,전문적,양성,시상제도,국제,권위,시상,제도,마련,문화,콘텐츠,산업,활성화,한국만화박물관,공간,웹툰,디지털만화,중심,개편,사업,부천,미래,부천시,성장,동력,사업,발판,비약적,발전,GS,건설,컨소시엄,최종협약,사업,탄력,상동,영상,문화,산업,단지,거점,뉴콘텐츠,생산,구축,문화산업,복합센터,건립,70층,랜드마크타워,국립영화박물관,스포츠,경기장,문화시설,문화,콘텐츠,산업,선도,종합,운동장,일원,복합개발사업,R&D종합센터,복합스포츠시설,조성,1500가구,자연,친화,주거,공간,마련,사업,역곡,공공,주택,공동,주택,가구,포함,5452가구,주택단지,건립,수도,주택난,해소,19만,공원녹지축,시민들,휴식,공간,활용,대장,도시,건설,준공,가구,공공주택단지,자족기능,겸비,첨단산업단지,조성,복합개발사업,오정,군부대,복합,사업,3700가구,입주,공공주택,공공기반시설,구축,도시재생,구도심,균형발전,도모,생산,유발,효과,부가,가치,효과,예상,주목,돌봄,시민,포용,부천,통합돌,부천시,시민,순간,생애,마지막,전념,노인,장애인,정신질환자,대상,융합,사업,수행,34개,보건,복지,통합,프로그램,추진,빅데이터,활용,대상자,발굴,통합,사례,관리,서비스,제공,통합,전달체계,확충,전담부서,통합돌,총괄,전담,부서,신설,7개,운영,통합,전담팀,10개,행정복지센터,확대,통합,선도,사업,자체,연구용역,추진,획기적,부천,모델,통합돌봄,주거,건강,의료,요양,서비스,연계,핵심,사업,종합적,지원,커뮤니티,케어,도시,재생,정서,치유,케어팜,사회적,농업,다방면,연계,강화,로봇,IoT,접목,스마트,통합,구축,사회안전망,고도화,시민,체감,미세,먼지,대책,강화,청정,도시,부천,시민들,피부,미세,먼지,관리,구축,실외,공기,청정기,섬유재,벽화,공기,정화,개방,에어,부스,설치,미세,먼지,낮춤,주력,자문단,한국입자에어로졸학회,전문가,운영,각종,각종,협력,대만ITRI,사업기술연구소,사업,미세,먼지,공동,추진,어린이집,경로당,450곳,지원,공기,청정기,임차,측정,실내,공기,무료,미세,먼지,노인,어린이,보호,중앙공원,오정동,일원,도심물길,도시숲,조성,안전,청정도시,실현,467억,예산,투입,사업,노후,경유,수소차,전기차,보급,확대,방침,진화,스마트시티,건설,시민,향상,부천시,행정영역,ICT,빅데이터,스마트,접목,도시문제,해결,지능,교통,체계,구축,운영,최적,신호,긴급,차량,우선,신호,AI,돌발,상황,교통흐름,안전,도로,주행,환경,나르카,부천,주차,로봇,단계별,주차불편,해소,산업,선도,로봇,산업,활성,기여,스마트시티,사업,코로나,증가,데이터,처리,요구,디지털,전환,부응,2023년,도시관제센터,구축,인공,지능,데이터,센터,매진,데이터,이용,소외계층,도시,환경,제공,공공,와이파이,구축,시민,유익,교육,디지털,역량,강화,진행,정보,접근,디지털,정보,격차,최소화,AR·VR,신기술,접목,스마트,박물관,조성,문화,체험,선사,ICT,스마트,경로당,45개소,추진,맞춤,서비스,지원,부천,뉴딜,미래,시민,행복,부천,뉴딜,정책,한국판,뉴딜,연계,지역경제,부양,시민,행복,도시,3773억,투입,디지털,뉴딜,도시,사회안전망,사람,뉴딜,자연,분야,사업,주력,계획,부천,뉴딜,정책,사업,다각적,반영,부천,도약,구축,사통,발달,광역,교통망,교통안전,보장,편리,편안,부천,격자,광역,교통망,추진,부천시,이용,전철,가능,방침,대장,홍대입구,광역철도,대장,도시,교통수요,충족,서울,접근성,소사,대곡,서해선,복선,전철,난공사,한강,하저,터널,개통시기,2023년,연기,예정,부천구간,개통,방안,추진,제2경,인선,신구,GTX-B,노선,수도권,도시,교통,허브,교통,안전시설,강화,시민,편안,교통질서,확보,100곳,관내,어린이,보호,구역,스마트횡단보도,무인교통단속카메라,확대,운영,시각,장애인,음향,신호기,신호과속단속장비,추가,설치,교통약자,안심,보행환경,업체,시내버스,순회교육,만족도,대중교통,이용,사업,원도심,원도심,균형발전,도모,부천시,원도심,해소,주거환경,혁신적,개선,도로,주차,교통,공원,녹지,분야,사업,단계적,추진,원도심,활기,복안,부천영상문화산업단지,토지,매각,대금,1조,투자,원도심,도시기반시설,확충,아파트,마을주차장,건립,고질적,주차,개선,절감,공영,주차장,건립비,부천시,살림,원도심,공간,재편,마스터,플랜,수립,예정,시민정책토론회,신도시,원도심,상생,체계적,중장기,모색,코로나,역경,부천시,방역,대응,행정력,집중,구축,코로나,대응,체계,투명,정보공개,히어로,마이,선정,보건,방역,모범,시민,지급,외국인,재난,기본,소득,소상공인,버팀목,자금,희망자금,정부,긴급,재난,지원금,100%,지원,경제,방역,장덕천,부천,시장,3년,부천시,인증,선정,포함,수상,실적,2723억,외부재원,확보,희망,성과,시민,직원들,구슬땀,합작품,격려,업무,코로나19,백신,접종,안정적,추진,형성,집단,면역,시민,안전,급선무,시정,시장,소통,강조,시장,시민,소통,시민,목소리,안전,부천,시민,각오","부천,부천시,원도심,일자리,소상공인,코로나,뉴딜,스마트시티,장애인,지능형,통합돌봄,활성화,통합돌,웹툰","장덕천 경기 부천시장이 7월 1일 민선 7기 출범 후 지난 3년간 이룬 주요 성과와 남은 1년간 매진할 10대 역점과제를 발표했다. ..부천시는 무엇보다..부천형 뉴딜정책은 한국판 뉴딜과 연계해 지역경제를 부양하고 시민이 행복한 도시로 이끌어간다... 또 부천형 뉴딜정책은 5대 대규모 개발사업에 다각적으로 반영, 새로운 부천 도약에 큰 몫을 담당한다. ..",http://go.seoul.co.kr/news/newsView.php?id=20210701500024
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01500501.20210701155313001,2021-07-01,대구일보,김일기,에너지 자립화와 탄소중립 메카로…상주축산환경사업소 그린뉴딜정책 선도,경제>자원,지역>대전,지역>경남,,,,,"태양광, 태양","자원, 메카로, 축산환경사업소, 상주시, 태양","에너지,자립,탄소,중립,메카,상주축산환경사업소,뉴딜,정책,선도,상주시,축산환경사업소,온실가스감축,에너지,자립,조성,태양광,발전,시설,상주시,온실가스감축,에너지,자립,그린뉴딜정책,일환,축산환경사업소,환경기초시설,태양광,발전,설비,조성,본격적,운영,국비,50%,도비,15%,포함,14억,예산,투입,태양광발전설비,설치,축산환경사업소,태양광,발전,설비,운영,연간,전력비,30%,비용,절감,예상,태양광발전설비,생산,바이오가스,보급,신재,에너지,축산환경사업소,에너지,자립,탄소중립,그린뉴딜정책,선도,전초기지,육성,계획,축산환경사업소,연간,가축분뇨,3천,음식물쓰레기,안정적,처리,처리,생산,폐기물,자원화,연간,퇴비,농가,무상,공급","사업소,축산환경사업소,태양광발전설비,태양광,상주시,뉴딜,그린뉴딜정책,온실가스감축,탄소중립,음식물쓰레기,음식물,3천,14억,자원화,상주,폐기물,가축분뇨,전력비,상주축산환경사업소,바이오가스,신재,연간,에너지,설비,운영,선도,시설,메카,생산,자립,조성,처리,축산,정책,중립,탄소,보급,발전",상주시가 축산환경사업소 내에 온실가스감축 및 에너지 자립화를 위해 최근 조성한 태양광발전 시설... .. .. .. .. .. .. ..상주시가 온실가스감축 및 에너지 자립화를 위한 그린뉴딜정책의 일환으로 최근 축산환경사업소에 환경기초시설인 태양광발전 설비를 조성하고 본격적인 운영에 나서고 있다.....뉴딜정책를 선도할 전초기지로 육성하겠다는 계획이다...,http://www.idaegu.com/newsView/idg202107010033
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01300201.20210701024338001,2021-07-01,강원일보,"김영석,기자",저탄소 인프라 구축 '친환경 그린리조트' 거듭나는 강원랜드,지역>충남,지역>충북,지역>전남,,,,이삼걸,리조트,"한국환경공단, 강원랜드, 정부, 그랜드호텔, 자원, 하이원, 그린에너지, 그린리조트","그린리조트,저탄소,인프라,구축,강원랜드,한국환경공단,업무,협약,체결,녹색성장,강원랜드,미래,중점,사업,추진,박차,강원랜드,그랜드호텔,하이원,한국환경공단,환경,협력,구축,에너지,분야,협력,미래,중점,사업,추진,업무협약,체결,기관,협약,지속,가능,성장,미래,중점,사업,발굴,녹색,성장,구축,그린에너지,인프라,리조트,폐기물,처리,방식,개선,노력,다짐,강원랜드,한국환경공단,인력,노하우,지원,리조트,발생,유기,무기성,폐기물,처리,정부,그린뉴딜정책,에너지,녹색사업,적극,발굴,방침,에너지,기후변화,사업,분야,대응,적극,협력,저감,국가,온실,가스,탄소,중립,당면,능동적,협력,대표이사,이삼걸,강원랜드,대표,이사,강원랜드,폐광지역,조성,그린리조트,다각적,노력,협약,환경,에너지,절감,정책,신기술,그린리조트,모범사례,제시,강원랜드,사내벤처,자원업사이클TF,운용,리조트,배출,음식물,쓰레기,환경정화곤충,동애등에,이용,자연친화적,처리,부가가치,창출","강원랜드,그린리조트,폐기물,한국환경공단,업무협약,저탄소,하이원,녹색성장,이삼걸,그린에너지,자원업,자연친화적,동애등에,그린뉴딜정책,음식물,무기성,부가가치",한국환경공단과 업무협약 체결 ..녹색성장 위한 기술 도입 나서 .. .. 강원랜드가 친환경 미래 중점사업 추진에 박차를 가한다. .. ..강원.. 특히 강원랜드는 한국환경공단의 인력과 노하우를 지원받아 리조트에서 발생하는 유기·무기성 폐기물에 친환경 처리기술을 도입하고 정부의 그린뉴딜정책에 발맞춰 친환경 에너지 및 녹색사업을 적극 발굴해 나갈 방침이다...,http://www.kwnews.co.kr/nView.asp?s=201&aid=221063000134
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=02100101.20210701114430002,2021-07-01,매일경제,전종헌,"트럼프, '역대 최악' 대통령은 아냐…미국 역사가 평가 살펴보니",국제>미국_북미,국제>중남미,정치>청와대,,,,"트럼프, 제임스, 피어스, 토머스, 에이브러햄 링컨, 앤드류, 루스벨트, 존슨, 버락 오바마, 그린, 도널드 트럼프","에드나, 미국, 프랭클린, 워싱턴, 뷰캐넌","C-SPAN, CNN, 워싱턴포스트","트럼프,역대,최악,대통령,미국,역사,평가,도널드,트럼프,미국,대통령,대통령,역대,미국,리더십,평가,전문가,설문,조사,44명,41위,차지,미국,영리,채널,C-SPAN,인용,워싱턴포스트,30일,현지시간,보도,보도,C-SPAN,2000년,대통령,집권,전임,대통령,리더십,평가,진행,평가단,역사,교수,전문가,구성,조사,트럼프,대통령,점수,312점,역대,대통령,꼴찌,기록,CNN,제목,이날,기사,미국,역사가,평가,역사가들,평가,강조,점수,전직,대통령,남북전쟁,시발점,제공,평가,제임스,뷰캐넌,227점,앤드,존슨,230점,프랭클린,피어스,312점,최악,3명,이름,C-SPAN,가지,평가,항목,토대,점수,트럼프,대통령,공공설득,경제관리,비전,의제설정,상대적,점수,도덕,권위,관리,점수,조사,버락,오바마,대통령,664점,10위,기록,에이브러햄,링컨,대통령,897점,1위,차지,조사,시작,부동,자리,2위,대통령,미국,초대,당선,851점,조지,워싱턴,3위,뉴딜정책,추진,프랭클린,루스벨트,841점,역사학자,에드,메드포드,인종차별,극복,역사,조지,워싱턴,토머스,제퍼슨,노예,소유,대통령들,상위권,소지","미국,전문가,프랭클린,워싱턴,조지,1위,312점,존슨,대통령들,역사가들,역사가,메드포드,에드,인종차별,역사학자,뉴딜,워싱턴포스트,841점,227점,뉴딜정책,제퍼슨,의제설정,경제관리,뷰캐넌,상대적,루스벨트,3위,토머스,230점","도널드 트럼프 전 미국 대통령이 역대 미국 대통령의 리더십을 평가하는 전문가 설문조사에서 44명 중 41위를 차지했다고 미국 비영리채널인 C-SPAN의 발표를 인용해 워싱턴포스트가 30일(현지시간) 보도했다. ..보도에 따르면 C-SPAN은 2000년부터 새로운 대통령이 집..(851점)이며, 3위는 뉴딜정책을 추진한 프랭클린 루스벨트(841점)였다. ..",http://news.mk.co.kr/newsRead.php?no=636313&year=2021
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01700101.20210701202729001,2021-07-01,제민일보,김은수,도시재생 활성화지역 세분화,지역>충남,지역>경남,지역>전북,,,,이상준,"세화리, 성산리, 송산동, 서문지구, 구좌읍, 남원리, 정방, 평대, 두모, 김녕리, 제주시, 제주, 남문지구, 고성리, 신창리, 서귀포시, 고산리, 일도지구","대정읍, 성산읍, 도시재생위원회, 한경면, 제주도의회, 국토부, 제주도, 설문대여성문화센터, 정부, 남원읍, 공청회, 원도심, LH토지주택연구원","도시,재생,활성,지역,세분화,도시재생,전략,계획,공청회,제주도,도시,재생,방향,재정립,도시재생활성,지역,면적,축소,사업,지역,세분화,추진,제주도,설문대,여성,문화,센터,제주특별자치,도시재생전략계획,2019~2025년,공청회,변경,계획안,공개,계획,정부,2019년,로드맵,도시,재생,뉴딜,도시,재생,방향,재정립,작성,광역범위,지정,도시재생활성,지역,세분화,핵심,정부,뉴딜,정책,면적,사업,적정,15만,50만,초기,계획,수립,기준,정립,모관지구,대정읍,지정,지역,잔여,지역,선정,발생,제주도,정부,정책,도시재생활성,지역,86.2,11곳,축소,분할,12.4,25곳,변경,사업,추진,계획,도시재생활성,지역,원도심,제주시,지구,서문지구,남문지구,지역,한경면,지역,구역,두모,신창리,고산리,축소,구좌읍,김녕리,평대,세화리,활성화,지역,면적,서귀포시,원도심,4개,중앙,천지,정방,송산동,분할,면적,대정읍,구역,변경,성산읍,성산리,오조,고성리,세분화,남원읍,포함,남원리,중심,지정,토론,공청회,수석연구원,이상준,LH,토지,주택,연구원,수석,연구원,활성화,지역,수립,활성,계획,전략계획,지역,조정,지역,활성,계획,변경,협의,병행,지적,계획안,기초,행정당국,활성화,지역,변경사항,발생,지역,국토부,활성화,계획,변경,조정,협의,제주도,의회,심의,사항,준비,제언,공청회,제주도,의회,의견,수렴,도시,재생,위원회,심의,전략계획,확정","공청회,활성화,제주도,도시재생,도시재생활성,뉴딜,이상준,원도심,계획안,대정읍,세분화,도시재생전략계획,연구원,제주시,재정립,전략계획,로드맵,제주특별자치,제주,수석연구원,설문대,정방,광역범위,행정당국,남원리,모관지구,김녕리",제주도의 도시재생 방향이 재정립된다... 도시재생활성화지역의 면적을 축소하는 대신 사업 지역은 세분화해 추진된다. ..제주도는 30일 설문대여성문화센터에서 ..'제주특별자치도 도시재생전략계획(2019~2025년)(안) 공청회'를 열고 변경된 계획안을 공개했다... 이번 계획(안)은 .. 정부 뉴딜정책 등에 따르면 사업 적정 면적은 15만~50만㎡ 이다...,
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01300101.20210701001632005,2021-07-01,강원도민일보,유주현,"강원랜드·환경공단, 친환경 미래 도약 힘 모은다",지역>충남,지역>전남,지역>경기,,,,"장준영, 이삼걸",리조트,"한국환경공단, 강원랜드, 환경공단, 강원랜드(대표이사, 그랜드호텔, 자원, 하이원, 그린에너지, 그린리조트","강원랜드,환경공단,도약,미래,도약,계획,기관,환경,사업,협력,구축,폐기물,처리,방식,개선,그린리조트,노력,선도,역할,강원랜드,대표이사,이삼걸,그랜드호텔,하이원,한국환경공단,이사장,장준영,환경,협력,구축,에너지,분야,협력,미래,중점,사업,추진,업무협약,체결,기관,지속,가능,성장,미래,중점,사업,발굴,저탄소,녹색,성장,구축,그린에너지,인프라,리조트,개선,폐기물,처리,방식,지속가능,자원,순환,체계,구축,노력,강원랜드,한국환경공단,인력,노하우,지원,리조트,발생,유기,무기성,폐기물,처리,지속가능,순환경제,실현,정부,그린뉴딜정책,에너지,녹색사업,적극,발굴,계획,저감,국가,온실,가스,탄소,중립,당면,능동적,협력,계획,이삼걸,대표,이사,협약,환경,에너지,절감,정책,신기술,그린리조트,모범사례,제시,선도,역할,유주현","폐기물,강원랜드,이삼걸,그린리조트,지속가능,한국환경공단,하이원,저탄소,대표이사,그린에너지,그린뉴딜정책,무기성,뉴딜,이사장,그랜드호텔,모범사례,순환경제,장준영,업무협약","양 기관 환경사업 협력 구축폐기물 처리방..강원랜드는 한국환경공단의 인력과 노하우를 지원받아 리조트에서 발생하는 유기·무기성 폐기물에 친환경 처리기술을 도입해 지속가능한 순환경제를 실현하고,정부의 그린뉴딜정책에 발맞춰 친환경 에너지와 녹색사업을 적극 발굴할 계획이다.또한 국가 온실가스 저감과 탄소중립 당면 과제에 능동적이고 긴밀히 협력해 나갈 계획이다...",www.kado.net/news/articleView.html?idxno=1080856
http://www.bigkinds.or.kr/news/newsDetailView.do?newsId=01100801.20210702030411001,2021-07-02,조선일보,"김형원 기자,김형원 기자 조의준 기자",이재명 “유능한 4기 민주당 정권 창출”,정치>청와대,정치>국회_정당,정치>선거,범죄>기업범죄>거래제한,,,"문재인, 이, 이재명","경북, 공평, 대전, 대한민국, 미, 안동, 중, 한반도, 한반도 운전자","경기지사, 국회, 대공황시대 뉴딜정책, 대동, 민주당, 불공정, 정부, 한미 동맹, 한반도","이재명,유능,민주당,정권,창출,대선,출마,선언,이재명,경기도,지사,1일,대한민국,이재명,슬로건,대선,출마,선언,문재인,정부,집권,대한민국,위기,규정,유능,정권,민주당,지지,결속,정권,차별화,의미,해석,지사,방식,영상,출마,선언문,자랑,김대중,노무현,문재인,정부,토대,부족,이재명,정부,국민,억강부약,抑强扶弱,정치,대동,大同,세상,방향,국정,기조,14분,가량,영상,출마,위기,대한민국,요약,출마선언문,위기,차례,등장,지사,저성장,저출생,고령화,실업,거론,국민,오늘날,대한민국,위기,국민,위기,국가,위기,위기,근본,원인,불공정,양극화,진단,극복,공정,확보,지사,기회,공평,공정,경쟁,결과,보상,사회,미래,기회,평등,공정,결과,정의,취임사,문재인,대통령,대목,취임,즉시,경제부흥정책,지사,공황,시대,뉴딜,정책,시대,공공,公共,민간,투자,감행,확충,대대적,인프라,산업,경제,재편,투자,기회,확대,공정,성장,위기,흙수저,위기,기회,성과,이재명,위기,대한민국,희망민국,야당,지사,형수,욕설,여배우,스캔,음주,운전,전과,핵심,정책,기본소득,포퓰리즘,검증,예고,위기,연설,19번,시행,경제,부흥책,이재명,경기,지사,선언,출마,자신,위기,출신,흙수저,억강부약,抑强扶弱,강자,약자,정치,외교,안보,외교,사이,균형,경제,복지,정책,정부,역할,강조,기본소득,공약,정치권,강자,약자,대립,구도,선명,분배,강조,마련,재원,구체,방안,평가,지사,화법,직설,추상,표현,국정,기조,강자,욕망,절제,지사,강자,약자,구분,특권,반칙,강자,욕망,절제,약자,억강,부약,정치,대동,大同,세상,강자,규칙,이익,규칙,약자,피해,지사,사람,혜택,개혁,정책,기득,반발,자신,위기,흙수저,이재명,위기,대한민국,희망민국,경북,안동,화전민,아들,고학,변호사,정치적,문재인계,후보,경제,공공,경제,부흥,지사,상황,대전환,위기,규정,정책,경제,부흥,즉시,시행,시장,국가,경제,정책,주도,경제,민간,시장,시대,재편,대대적,산업,경제,구조,민간,기업,시장,감당,뉴딜,시대,시대,공공,민간,투자,혁신,감행,규제,합리,기업,창의,혁신,가능,자유,공간,확보,투자,인프라,공공,투자,규제,완화,기업,활동,촉진,풀이,주택,정책,투기,이익,불공정,소득,의욕,불평등,양극화,투기,주택,세금,금융,제한,강화,정책,문재인,정부,부동산,규제,연장,전망,복지,기본소득,기본주택,지사,자신,그동안,주장,기본소득,전면,문재인,정부,차별화,시도,보편,복지,국가,토대,기본소득,부족,소비,경제,경제,풍요,사회,사회,안전망,해고,동일,노동,동일,임금,보장,환경,합리,노동,지사,기본소득,동일,노동,동일,임금,공약,마련,만큼,재원,방안,각종,증세,전례,비정규직,방안,정규,기본주택,공약,적정,공급,분양,주택,기본,주택,공급,고통,지사,30년,거주,장기,임대,기본,주택,국가,지방자치단체,제공,공공주택특별개정안,국회,제출,재원,공약,외교,안보,수립,한반도,평화,경제,체제,지사,체제,이날,한반도,평화,경제,수립,대륙,활성화,북방,경제,활성,공약,이래,김대중,정부,햇볕,정책,문재인,정부,대북,정책,계승,한반도,해양,대륙,세력,충돌,위기,기회,공존,자주,국방력,바탕,국익,중심,균형,외교,평화,공존,공동,번영,문재인,정부,한반도,운전자,한미,동맹,사이,균형,외교,해석","이재명,문재인,대한민국,기본주택,기본소득,김대중,흙수저,억강부약,대전환,불공정,민주당","이재명 경기도지사는 1일 ..‘새로운 대한민국, 이재명은 합니다’라는 슬로건으로 대선 출마를 선언했다... 문재인 정부가 집권 중인 대한민국을 ..‘위기’로 규정하면서 ..“더 유능한 4기 민주당 정권이 되겠다”고 했다... 여권 지지층을..“대공황시대 뉴딜정책처럼, 대전환 시대에는 공공(公共)이 길을 내고 민간이 투자를 감행할 수 있게 해야 한다”며 ..",https://www.chosun.com/politics/assembly/2021/07/02/JIV24EDTYBGM5HZ2DXMANVYN5U/?utm_source=bigkinds&utm_medium=original&utm_campaign=news
